epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,472.164,1.30314,3.31147,1.38044,0.47178,0.47136,0.46876,0.30388,1.36517,3.31868,1.49436,0.000472779,0.000472779,0.000472779
